uid,region,severity,density
ffze,south,1,11353.0
fgae,south,1,10769.0
fgcc,south,1,8230.0
fgcs,south,3,146172.0
fgcz,midwest,1,184.32066666666705
fged,midwest,1,756.0
fgei,south,1,548.0
fgfd,south,2,57728.0
fgfq,west,4,5822500.0
fgft,south,3,111825.0
fggg,south,1,2033.0
fgio,west,5,22111588.48
fgiv,northeast,2,52000.0
fgnn,south,1,1598.0
fgnx,south,1,15721.0
fgoe,northeast,2,22569.3
fgow,south,2,93499.0
fgpo,northeast,1,6333.0
fgpr,south,1,2905.0
fgpu,south,1,9198.0
fgqa,south,1,2574.0
fgro,south,1,3994.0
fgrr,south,1,13615.0
fgtg,south,1,17427.0
fgts,south,2,23890.0
fgul,west,4,6021033.5
fgus,south,1,16597.0
fgvi,south,3,199979.0
fgvl,south,1,6535.0
fgvz,south,1,13216.0
fgwv,south,1,145.0
fgxu,west,4,5350000.0
fhbd,south,1,6354.0
fhbz,west,4,3220443.5
fhcz,south,1,188.0
fhdz,south,1,645.0
fhey,midwest,2,29098.0
fhfg,south,2,63863.0
fhfn,south,1,3873.0
fhgk,south,2,67531.0
fhgl,south,2,20332.0
fhhj,south,1,13693.0
fhhq,south,1,1154.0
fhin,west,4,3129261.5
fhiv,west,2,71259.2
fhlg,south,2,59059.0
fhll,midwest,1,18207.0
fhmn,south,2,34855.0
fhmo,south,3,143776.0
fhno,west,4,2295597.5
fhnr,south,1,145.0
fhos,midwest,1,4039.1908632138175
fhua,south,1,2420.0
fhvs,south,2,42898.0
fhwk,west,4,7680000.0
fhwr,northeast,1,1474.2
fhxb,south,1,254.0
fhyb,south,3,162655.0
fhyj,south,1,747.0
fhyp,midwest,5,59692500.0
fhza,south,3,313127.0
fidc,south,1,145.0
fieg,midwest,1,9135.0
fiem,south,1,1076.0
fifi,northeast,2,33293.93115942029
figz,midwest,3,359100.0
fihj,south,2,56188.0
fihs,south,2,51798.0
fiiy,south,2,35522.0
file,west,4,3067388.0
filt,midwest,4,1650600.0
finw,south,1,63.0
finx,south,1,2582.0
fipc,west,4,7135000.0
firg,south,2,36791.0
fise,south,2,81328.0
fitc,south,3,373443.0
fiuq,south,1,17427.0
fiur,west,4,4711920.5
fius,midwest,1,18045.37134272821
fiwg,south,1,3873.0
fiwx,west,4,5724692.0
fiyz,west,4,6195000.0
fize,south,1,7624.0
fizp,midwest,3,101804.0
fjai,south,1,7745.0
fjal,west,4,1419599.0
fjbc,south,2,21131.0
fjbi,northeast,3,227226.04938271607
fjbs,west,2,29600.0
fjcf,midwest,1,10528.0
fjcg,south,2,67773.0
fjdk,south,1,399.0
fjfq,south,1,9682.0
fjgc,south,1,250.0
fjgi,south,2,35726.0
fjhy,south,1,1564.0
fjjk,midwest,4,1409625.0
fjlh,midwest,2,69930.0
fjnf,northeast,2,26000.0
fjnx,west,4,6810000.0
fjoq,south,1,3970.0
fjoy,northeast,1,8667.0
fjpi,south,2,45084.0
fjpq,south,1,14050.0
fjri,south,1,7261.0
fjsv,south,3,116344.0
fjth,west,4,5042500.0
fjub,midwest,1,1204.5606481481484
fjuu,midwest,3,286650.0
fjvd,west,1,496.9098276085419
fjvq,south,1,2324.0
fjxo,west,4,2924102.0
fjxs,midwest,3,290900.0
fjyd,south,1,4106.0
fjyt,west,4,2100207.5
fkbi,south,2,31311.0
fkbv,northeast,1,8053.571428571429
fkdh,midwest,3,310380.0
fkdk,northeast,1,1561.857258718573
fkfv,south,1,508.0
fkgo,south,1,9512.0
fkir,west,4,7115000.0
fkiu,west,4,5292500.0
fkjm,south,1,6354.0
fklc,south,1,5918.0
fkld,south,2,79564.0
fklk,south,2,77455.0
fklt,south,2,98029.0
fkmo,west,3,778068.5
fknb,south,1,550.0
fknr,west,1,173.79029255319148
fkoj,west,4,1012536.5
fkqp,south,1,4103.0
fkra,south,1,387.0
fksu,south,1,14523.0
fksy,south,1,18055.0
fksz,west,4,7090000.0
fktu,south,1,2191.0
fkwv,northeast,3,138118.75
fkxd,midwest,1,816.7989886892879
fkye,south,1,1743.0
fkzw,south,2,27471.0
flae,west,4,2182680.0
fldb,west,4,5535000.0
fldq,midwest,3,403672.0
fleg,west,4,5777500.0
fleo,south,2,51048.0
fler,midwest,3,245070.0
fleu,midwest,5,35810200.0
flex,south,1,3527.0
flfl,midwest,1,162.90292410119855
flfo,south,1,18050.0
flis,south,1,18153.0
fliw,south,1,1384.0
fljw,northeast,3,383267.0
flkw,south,1,894.0
flle,midwest,1,279.31917222963995
fllh,south,2,34216.0
flnh,northeast,1,12000.0
floz,south,2,27303.0
flph,south,1,4696.0
flpq,midwest,2,20475.0
flpx,south,1,1123.0
flqp,south,1,5604.0
flrr,south,1,8299.0
flsd,midwest,3,136664.0
flvm,south,1,1936.0
flwc,south,1,3389.0
flwm,west,4,1330179.75
flxm,west,2,31142.0
flxo,south,3,206092.0
flyz,south,1,5867.0
flzu,west,4,8687500.0
fmaa,west,3,175616.0
fmcy,south,2,67773.0
fmey,northeast,5,27400000.0
fmfj,south,1,1096.0
fmhb,south,1,944.0
fmhm,south,2,65353.0
fmhs,south,1,751.0
fmhv,south,1,2905.0
fmhy,south,1,15027.0
fmli,south,1,8766.0
fmnm,midwest,3,124584.0
fmoh,west,4,4970000.0
fmou,midwest,3,350280.0
fmpa,south,1,417.0
fmrb,midwest,3,209513.0
fmrd,west,2,23520.0
fmri,south,1,5809.0
fmtm,south,2,31369.0
fmuz,south,1,15640.0
fmvf,south,2,53511.0
fmvo,south,1,1126.0
fmxr,south,2,23487.0
fmxy,west,4,2119746.5
fmzn,west,4,1080859.914
fmzv,west,2,44614.2
fmzy,midwest,1,321.892074534162
fnaw,south,3,174596.0
fncc,midwest,1,7560.0
fncu,south,3,710510.0
fneh,midwest,2,37800.0
fnfb,west,4,5757500.0
fniq,south,1,3631.0
fnjl,south,3,175846.0
fnko,west,4,2230467.5
fnkp,west,1,1569.5
fnly,west,1,2700.0
fnml,south,1,15982.0
fnmp,midwest,1,356.1130538922157
fnok,south,3,105726.0
fnpc,northeast,2,22362.3
fnpg,south,1,18880.0
fnxq,south,1,10166.0
fnye,south,4,1264934.0
fnym,south,1,3873.0
fnzg,south,1,8472.0
foag,south,1,7305.0
fobj,south,1,726.0
fobk,west,4,2057873.0
focb,south,2,47635.0
foct,west,4,1253517.5
foeg,south,2,29046.0
foen,south,1,465.0
foga,midwest,1,487.756993736952
fois,south,3,717180.0
fojn,south,1,218.0
fomx,west,4,6340000.0
fond,south,2,40664.0
fonf,midwest,3,531700.0
foof,midwest,1,9250.0
fool,midwest,3,254520.0
fooo,west,4,5505000.0
foqg,south,1,8014.0
forl,south,1,10327.0
fosp,south,2,46037.0
foug,south,2,87137.0
fouq,south,1,5083.0
fovb,south,3,254149.0
fove,midwest,4,7254450.0
fowp,midwest,1,14200.0
fowt,midwest,1,1820.0
foyn,south,1,508.0
foyw,northeast,1,15744.732142857143
fpae,west,4,7430000.0
fpaf,west,4,4578404.0
fpbc,west,4,1911330.5
fpbs,south,1,9392.0
fpbv,south,1,5954.0
fpcw,south,2,78300.0030517578
fpda,south,1,10286.0
fpdq,south,1,10005.0
fpdt,south,1,253.0
fpet,south,1,5382.0
fpjl,south,2,36496.0
fpjt,south,2,23585.0
fpju,south,2,69383.0
fpln,south,3,426970.0
fpof,south,1,968.0
fppv,south,2,38122.0
fpqo,west,4,7815000.0
fprn,west,4,4015029.5
fpsz,south,2,22822.0
fpwj,south,3,328796.0
fpxs,south,2,80299.0
fpzw,south,1,4149.0
fqbs,south,1,7261.0
fqdt,south,1,4357.0
fqfk,south,1,3558.0
fqfo,south,3,446600.006103516
fqfw,south,1,4647.0
fqgs,south,1,2178.0
fqid,south,2,54263.0
fqjj,south,3,377955.0
fqlc,northeast,2,65533.0
fqlt,west,3,592394.0
fqmd,south,2,48797.0
fqnf,south,3,596402.0
fqnt,south,3,104709.0
fqnz,midwest,1,3243.7636122177937
fqpo,midwest,4,2050020.0
fqps,south,1,4383.0
fqpz,south,1,2098.0
fqqf,west,4,5340425.0
fqqx,south,1,5126.0
fqts,south,1,9028.0
fquw,midwest,1,15181.6
fqwd,northeast,1,1257.7392739273928
fqwk,south,1,626.0
fqxt,south,1,3304.0
fqzf,south,1,16338.0
fraw,south,2,51863.0
frbe,northeast,3,188467.0
frde,west,4,1575911.0
frdt,west,4,5418581.0
frfm,west,4,3825000.0
frgp,northeast,2,76666.5
frha,south,1,2905.0
frjj,south,2,44375.0
frjk,northeast,3,260200.0
frjn,west,4,4790076.5
frjs,south,1,5890.0
frkm,south,1,8327.0
frko,south,3,279709.0
frmm,south,1,4841.0
frnb,west,4,6141524.0
frqe,west,4,4822641.5
frrq,south,1,125.0
frrr,south,2,22540.0
frrv,west,4,2810124.5
frsi,west,4,4605000.0
frsr,west,2,50585.6
frur,south,3,150311.0
frvj,south,1,15649.9996185303
frvq,midwest,3,258930.0
frwp,south,2,66805.0
frxr,northeast,2,21933.0
fryq,west,4,4135845.75
fsai,west,1,6260.0
fsbb,midwest,2,28663.0
fsbm,south,1,187.0
fscr,south,1,3131.0
fsdn,west,3,224380.0
fsei,south,1,5083.0
fsej,south,1,4502.0
fseq,south,2,53250.0
fset,midwest,3,696150.0
fsfj,south,2,66418.0
fsgo,south,2,35788.0
fsiz,south,2,65975.0
fskh,midwest,3,112140.0
fskq,south,1,508.0
fsli,northeast,2,23067.0
fsoa,south,1,3812.0
fsoh,west,4,2937128.0
fspn,south,1,17427.0
fspt,west,4,2520296.0
fsro,south,2,21784.0
fsru,midwest,3,552314.0
fsus,northeast,2,77711.4
fsvr,west,4,1914587.0
fszb,south,1,7189.0
fsze,south,2,29046.0
ftaf,south,1,3050.0
ftaz,south,1,14523.0
ftcx,midwest,1,13901.262010581991
ftdi,south,1,482.0
ftdv,midwest,1,0.0
ftem,west,4,1973204.0
ftgb,south,1,2234.0
ftgj,west,4,7862500.0
fthg,south,2,87681.0
ftht,west,4,1846933.25
ftkt,west,4,1569398.0
ftlg,south,1,6971.0
ftlj,midwest,3,475650.0
ftlw,south,1,8602.0
ftph,west,3,930500.25
ftqn,northeast,1,152.62267343485618
ftrz,west,4,6760000.0
ftss,south,3,302620.0
fttq,south,1,3873.0
fttx,south,3,314660.0
ftxw,south,1,635.0
ftyb,midwest,1,10814.0
ftzb,south,1,626.0
fubc,south,3,154000.0
fubn,south,3,123323.0
fucq,midwest,1,791.0
fudd,south,2,35923.0
fudu,south,1,1758.0
fuef,south,1,501.0
fuej,south,3,146680.0
fueo,south,1,5362.0
fufz,west,4,3702500.0
fugh,south,1,3506.0
fuho,south,1,1936.0
fuim,south,1,3485.0
fuio,west,4,2868741.5
fujv,west,4,3046953.3325
fukn,midwest,2,66465.0
fulk,south,2,42116.0
fulq,west,4,7330146.5
funh,south,1,12102.0
fupn,midwest,3,208530.0
fuqe,south,1,5809.0
fuqh,west,4,5597500.0
furf,south,1,13434.0
furm,west,3,136298.25183016105
fusp,south,1,2290.0
fuus,northeast,4,2881333.0
fuvs,west,4,5247500.0
fuwg,south,1,14523.0
fvaq,south,1,3921.0
fvas,midwest,3,976500.0
fvbd,south,2,59906.0
fvbn,south,2,58683.0
fvby,south,3,271576.0
fvdl,south,1,2905.0
fvdm,south,1,4841.0
fvdx,south,2,38819.0
fveb,west,4,1381466.6625
fved,south,1,5083.0
fvfw,south,1,14704.0
fvib,midwest,3,402363.0
fvki,south,1,1584.0
fvmo,south,2,69300.0001907349
fvmu,south,3,140456.0
fvng,northeast,1,1463.9016393442623
fvnt,west,4,1323990.0
fvny,west,4,1566141.5
fvoj,northeast,1,844.3611475409837
fvow,west,4,5837500.0
fvrq,south,2,41632.0
fvuk,south,1,1694.0
fvvj,west,4,2715686.0
fvyd,south,1,351.0
fvyy,south,2,60996.0
fvzf,midwest,1,475.3624761904762
fvzq,midwest,1,409.12344262295096
fwbp,south,3,573166.0
fwbt,midwest,1,476.0
fwco,west,2,39161.0
fwfp,south,3,915298.0
fwgb,south,1,6432.0
fwir,south,2,26923.0
fwjq,west,4,8327500.0
fwki,midwest,1,755.558893280633
fwlv,south,1,1779.0
fwnm,south,2,54218.0
fwog,west,4,2585426.0
fwoi,west,4,1505000.0
fwow,south,1,871.0
fwpn,west,4,2610933.3325
fwrt,west,3,626660.0
fwue,northeast,4,2907333.0
fwwx,south,1,5809.0
fwxc,northeast,3,235267.0
fwyx,south,2,25402.0
fwzt,west,4,2699403.5
fxae,south,1,7261.0
fxax,south,1,3776.0
fxaz,midwest,2,68000.0
fxbz,south,1,690.0
fxdx,south,3,172431.0
fxec,northeast,3,111333.0
fxfv,south,1,3066.0
fxjd,south,1,14523.0
fxjj,northeast,1,1053.0
fxjv,midwest,2,38277.0
fxkj,west,4,3800100.5
fxkr,west,4,8629490.0
fxnp,south,1,854.0
fxok,south,1,1162.0
fxow,south,3,619538.0
fxqt,south,2,41229.0
fxqu,south,1,2905.0
fxsr,west,3,846455.0
fxvd,northeast,1,18954.0
fxvj,south,3,140249.0
fxvz,south,2,43836.0
fxwp,northeast,1,13478.4
fxxt,west,4,1414986.6665
fxyt,south,1,13278.0
fxzf,west,4,2397273.25
fydh,midwest,2,39060.0
fyfv,south,1,1614.0
fygo,south,1,9843.0
fyhb,midwest,1,380.7896414342625
fyjv,west,4,4402553.0
fykn,south,1,934.0
fykt,south,1,6809.0
fymd,south,1,6455.0
fyml,west,4,1188387.5
fypx,south,2,87146.0
fyqh,south,1,4066.0
fyrl,west,4,5327500.0
fyxx,south,1,2069.0
fzao,south,1,830.0
fzaq,south,1,939.0
fzbg,south,1,11618.0
fzby,west,4,4680000.0
fzeg,south,1,2500.0
fzfa,south,2,75518.0
fzff,south,2,55599.0
fzfo,northeast,3,595200.0
fzgr,midwest,3,483210.0
fzgu,south,1,5112.0
fzit,midwest,1,318.8059720558885
fzjh,west,4,4242500.0
fzkd,south,1,7261.0
fzlp,south,1,10166.0
fzmt,south,2,59087.0
fznh,south,1,545.0
fznw,midwest,1,10674.0
fzon,midwest,2,28735.49442014479
fzoo,west,4,1426112.0
fzqz,northeast,1,10335.416666666666
fzsn,west,4,2917589.0
fztf,south,1,10948.0
fzuh,south,1,2905.0
fzup,west,1,784.5891921517045
fzwk,south,2,27593.0
fzxa,south,1,3631.0
fzxo,south,2,56639.0
fzyr,south,2,36307.0
fzyx,south,2,98887.0
fzzf,northeast,1,13689.0
gaaa,south,2,24792.0
gabr,west,4,1360982.0
gafo,south,2,83314.0
gagn,south,2,40664.0
gahp,south,2,42479.0
gahy,south,1,182.0
gajv,south,2,76809.0
ganf,west,4,3305112.5
gaof,south,2,62232.0
gaom,midwest,2,66780.0
gaoq,west,4,1815000.0
gaqs,west,2,45121.8166160081
garl,south,1,654.0
garm,west,5,12267752.74
gass,west,4,1900353.33
gasu,midwest,1,169.0498775510206
gatq,south,1,15249.0
gatt,south,3,493583.0
gauf,midwest,4,2001570.0
gauk,south,1,1002.0
gawi,south,1,5217.0
gawk,south,1,1452.0
gawz,south,1,73.0
gaxg,midwest,3,124425.0
gaxt,northeast,2,35170.2
gayh,south,4,1049271.0
gbbd,west,4,3375000.0
gbcp,midwest,2,49770.0
gbeo,south,1,13161.0
gbfz,south,1,550.0
gbgt,south,1,3961.0
gbhc,midwest,4,3279779.0
gbil,west,4,3288830.0
gbio,south,1,415.0
gbkm,south,1,9682.0
gbms,midwest,1,5500.0
gbmw,south,2,66588.0
gbna,south,1,10650.0
gbnz,northeast,1,103.8273381294964
gboc,south,1,807.0
gbqr,south,2,46138.0
gbrf,south,1,2905.0
gbrl,south,1,14523.0
gbro,northeast,2,29818.181818181816
gbse,south,1,2641.0
gbth,south,1,18008.0
gbtp,south,1,8396.0
gbud,midwest,2,32609.0
gbuf,west,4,3259521.5
gbum,south,1,6777.0
gbwl,west,1,2521.2641455661524
gbxt,south,3,867736.0
gbyl,south,1,13555.0
gcdj,midwest,3,439110.0
gcet,west,4,5700000.0
gcgj,midwest,1,593.6852048192766
gchp,midwest,3,236250.0
gchv,south,2,28804.0
gcib,midwest,4,1004892.0
gcjg,midwest,3,359403.0
gcjt,south,2,56639.0
gckn,south,1,5545.0
gckx,south,1,1753.0
gcqh,south,2,31466.0
gcrr,west,3,279824.0
gctd,west,4,8809533.79
gcti,south,1,2033.0
gcus,south,2,20332.0
gcvd,south,1,2641.0
gcwu,west,4,6507500.0
gcyg,south,3,199253.0
gczk,west,4,1240491.5
gczu,west,4,2969693.0
gdae,west,4,1521670.0
gdam,west,4,4830000.0
gdas,south,1,4335.0
gdbo,south,1,6535.0
gdbv,south,1,264.0
gdca,south,1,1089.0
gdcb,west,4,4223445.5
gddf,south,1,15640.0
gdeu,midwest,3,315000.0
gdgo,south,1,19364.0
gdgt,south,1,1089.0
gdiy,south,1,1874.0
gdjq,south,1,10650.0
gdlj,south,1,8714.0
gdlq,south,2,34327.0
gdma,south,1,8641.0
gdno,south,1,7443.0
gdoh,midwest,1,904.64962962963
gdpk,south,1,7922.0
gdrs,west,4,2617991.0
gdsz,west,2,22900.0
gdvk,south,3,218568.0
gdvn,south,2,23600.0
gdvy,midwest,3,339082.0
gdxr,midwest,1,1416.0
gdxt,south,2,91655.0
gdzr,west,4,7280000.0
geaa,south,1,382.0
gebe,south,1,2526.0
geeb,south,2,24398.0
geet,south,1,15068.0
gefu,west,3,883445.5
gegm,midwest,3,168525.0
gegz,south,1,3942.0
geiu,west,4,5615000.0
geke,south,1,1510.0
gemm,south,1,1500.0
gemo,south,3,121991.0
genf,south,3,150767.0
genl,south,1,1162.0
geol,south,1,290.0
gepj,south,2,76245.0
gepx,south,3,700482.0
geqr,south,1,4066.0
gess,south,1,11618.0
gety,south,1,6697.0
gevh,south,1,1162.0
gevz,south,2,52282.0
gewb,south,1,5228.0
gewd,south,1,10710.0
gewn,midwest,3,115831.0
gexu,midwest,3,230699.0
gfbl,south,3,487965.0
gfbq,south,1,363.0
gfcd,south,2,61631.0
gfcy,west,4,6677500.0
gfdr,west,4,1722453.5
gfee,northeast,1,1267.0
gfgn,south,1,1503.0
gfgp,west,4,6562500.0
gfil,west,4,3940130.0
gfjl,south,3,118506.0
gfkf,south,2,20388.0
gfkm,south,1,7261.0
gflk,south,1,1271.0
gfmu,west,4,3044592.5
gfnj,south,2,51265.0
gfnt,south,2,61889.0
gfqq,south,2,31369.0
gfrc,west,4,3679610.0
gfrg,south,1,1452.0
gfrm,south,2,29046.0
gfsp,south,1,792.0
gfsw,south,2,28682.0
gfut,south,2,54896.0
gfvb,west,3,927867.5
gfvz,south,1,1210.0
gfwf,south,1,1729.0
gfwh,south,2,21784.0
gfxa,south,2,41427.0
gfxi,south,1,2113.0
gfyb,west,4,4592500.0
gfye,south,1,2734.0
gfyj,south,2,24870.0
gfyp,south,3,323000.0
gfze,south,1,2940.00005722046
gfzn,south,1,2408.0
ggcf,west,4,5150000.0
ggch,west,3,302619.5
ggfc,south,1,3873.0
gggo,south,2,35343.0
ggls,south,1,59.0
ggmi,south,1,5809.0
ggny,south,1,19012.0
ggoj,west,4,6197500.0
ggoy,northeast,1,135.794163934426
ggqe,west,4,2650000.0
ggrn,south,1,2399.0
ggro,south,3,586720.0
ggsn,south,3,716699.0
ggtm,south,2,20108.0
ggul,west,4,4667500.0
ggvg,south,1,6639.0
ggwv,south,1,1162.0
ggxl,south,2,37536.0
ggyi,south,2,43718.0
ggzn,west,4,1677166.5825
ghcd,south,1,7012.0
ghdo,south,3,502488.0
ghdz,south,1,14523.0
gheg,south,1,15027.0
gheh,south,3,213485.0
ghhu,south,1,17911.0
ghim,south,1,581.0
ghin,west,4,2675000.0
ghjg,west,3,507779.0
ghkr,west,4,4650047.0
ghks,midwest,4,1618899.0
ghlx,south,1,3266.0
ghna,midwest,3,614250.0
ghoo,south,2,87137.0
ghpb,northeast,1,16216.2
ghpc,south,1,1089.0
ghsc,midwest,4,2309100.0
ghsf,midwest,1,267.3639089026919
ghsg,south,1,10000.0
ghst,midwest,3,690165.0
ghtr,west,3,948313.33
ghvu,west,4,6640000.0
ghwb,south,3,142323.0
ghwg,south,2,38727.0
ghwh,south,1,5809.0
ghwo,south,1,2905.0
ghww,northeast,2,22667.0
ghwx,south,1,375.0
ghxi,south,1,1544.0
ghyj,south,1,12264.0
ghza,south,1,7922.0
ghzf,west,4,2103464.0
ghzw,south,1,581.0
ghzx,west,4,1888535.0
giab,south,1,1743.0
giao,northeast,2,70129.8
giby,west,4,7475000.0
gicy,northeast,1,15333.0
gidh,west,4,1800609.5
gidl,south,2,52040.0
gieb,west,3,540344.0
giel,west,4,4991979.5
gifa,midwest,1,4100.0
gifj,south,1,10771.0
gihz,south,3,564452.0
giip,midwest,3,310275.0
giiw,south,2,21131.0
giiy,south,1,3057.0
gikg,south,3,404829.0
gikp,midwest,1,804.2728533333329
gikw,south,2,26556.0
gilq,midwest,4,1241415.0
gimh,south,1,10456.0
gion,midwest,3,254214.0
gipn,south,1,317.0
giqa,south,2,54218.0
givy,west,4,5782500.0
givz,west,4,2578913.0
giwq,south,2,24398.0
giwy,midwest,3,304900.0
gixu,south,2,28288.0
giyr,south,2,50830.0
gizx,south,1,12772.0
gjbt,west,4,2178363.5
gjen,south,1,8060.0
gjfu,west,4,6170000.0
gjgy,south,1,1089.0
gjjy,midwest,3,581175.0
gjkb,south,1,7597.0
gjko,south,1,5373.0
gjkr,south,3,182503.0
gjnr,south,1,581.0
gjoa,west,4,1937382.5
gjpg,midwest,3,152160.0
gjpl,south,1,7012.0
gjrc,south,1,1271.0
gjsr,northeast,2,52940.46153846154
gjtq,south,1,11618.0
gjud,south,1,1089.0
gjul,south,3,115214.0
gjuv,midwest,3,721959.0
gjvr,west,4,5272500.0
gjwb,south,1,8299.0
gjwd,south,2,57533.0
gjwt,west,4,3012027.5
gjxx,south,2,48288.0
gjyq,south,2,32610.0
gjys,west,4,4213676.0
gjyv,west,4,1882022.0
gjyz,south,3,120589.0
gjzq,west,4,6662500.0
gkau,south,1,6209.0
gkdt,south,1,762.0
gkdu,midwest,4,1045800.0
gkeq,west,4,6797500.0
gkgg,midwest,2,25830.0
gkiv,south,2,79540.0
gkju,south,1,2324.0
gkku,south,1,1380.0
gkmh,south,1,11896.0
gkmq,west,4,6565000.0
gkmx,midwest,3,358155.0
gkni,south,2,58091.0
gkno,west,4,6440000.0
gkoc,northeast,1,4024.307692307692
gkoj,south,2,42697.0
gkop,midwest,2,68040.0
gkos,south,3,103112.0
gkrf,south,3,106501.0
gksi,south,1,581.0
gktr,south,2,44705.0
gkvw,northeast,1,816.0952380952381
gkwm,west,4,1387034.0
gkxx,south,1,8714.0
gkya,midwest,1,423.099601593625
gkyl,west,4,2487731.0
gkyw,west,4,3802500.0
glas,midwest,3,638528.0
glfd,south,2,37566.0
gljn,south,3,665143.0
gljt,west,4,3344190.5
gllu,west,4,5402298.5
glmu,south,2,20890.0
glno,south,1,2112.0
glpv,west,4,3959669.0
glqd,south,2,30207.0
glqn,midwest,3,155681.0
glsv,west,4,5987500.0
gluo,south,1,3195.0
gluz,south,2,71000.0
glyb,south,1,1936.0
glyl,south,1,954.0
glzg,south,1,10892.0
gmau,south,2,89158.0
gmbe,midwest,2,40337.9
gmbh,west,4,2297499.9975
gmbi,south,3,182697.0
gmcm,west,4,5864721.5
gmfm,south,1,581.0
gmgh,south,3,525241.0
gmgr,west,4,1778986.6625
gmhy,midwest,4,1339380.0
gmjz,south,1,3339.0
gmlc,south,3,219778.0
gmld,south,2,62448.0
gmmx,west,4,7650000.0
gmsd,south,1,391.0
gmwb,south,3,159751.0
gmwo,northeast,1,2769.64384
gmwp,south,2,99170.0
gmxo,midwest,3,318780.0
gmyo,south,2,23236.0
gmze,west,4,5203652.0
gmzg,west,4,4360218.5
gmzk,west,4,5715000.0
gmzq,west,3,996254.0
gnaj,west,1,800.0
gnbi,south,1,5113.0
gnbj,midwest,4,4919040.0
gndb,south,1,4357.0
gndo,west,4,5852500.0
gnee,midwest,1,5040.0
gneq,south,1,11618.0
gnge,northeast,3,265356.0
gnia,west,4,1891791.5
gnib,midwest,1,1567.6847619047617
gnik,south,1,290.0
gniq,midwest,1,3150.0
gnjz,south,2,35313.0
gnkg,west,4,2416088.0
gnlr,west,5,71813897.88
gnnt,south,1,2641.0
gnoq,south,2,23241.28905703462
gnpq,midwest,3,114975.0
gnss,south,1,7527.813238770686
gnsw,south,2,25858.0
gnth,northeast,4,1088000.0
gnur,south,1,253.0
gnuv,south,1,4357.0
gnvh,west,4,1465670.0
gnwo,west,3,986484.5
gnwt,south,2,25877.0
gnxg,west,4,1676862.5
gnzc,west,3,262053.2
gnzu,south,1,726.0
goaf,south,3,134699.0
goau,south,3,102369.0
goaw,south,2,36812.0
gofk,west,4,4557500.0
gogw,south,1,5495.0
goii,south,2,32397.0
goiu,west,4,7722500.0
gokp,south,1,19364.0
gomg,south,1,16122.0
gomp,south,3,112310.0
goqw,west,4,4301601.5
gost,south,3,323786.0
gosz,south,1,5083.0
gotl,south,1,9682.0
goup,west,4,5222500.0
gove,midwest,3,989000.0
govv,south,1,12938.0
gowg,south,2,45747.0
goya,south,3,294898.0
gozc,west,4,3627506.0
gpbd,northeast,1,15333.0
gpbx,south,1,17427.0
gpbz,south,1,871.0
gpco,south,3,253478.0
gpcv,south,1,112.0
gpdn,northeast,1,0.0
gpdo,south,1,581.0
gpej,west,4,2204340.0
gpek,south,2,78138.0
gpep,west,4,1238330.0
gpfh,west,4,5812500.0
gpfq,south,3,259740.0
gpfx,south,3,122250.0
gpgi,south,1,877.0
gphb,south,1,3440.00005722046
gphh,midwest,3,895836.0
gpjt,midwest,1,41.0
gpjw,south,1,5736.0
gpnj,south,1,18880.0
gpoh,south,2,36722.0
gprz,west,4,6220000.0
gpsb,south,1,14901.0
gpsf,south,1,1452.0
gpso,south,1,9440.0
gptd,south,1,15685.0
gpuq,south,1,11618.0
gpvw,south,1,8561.0
gpwh,west,4,5912500.0
gpxi,midwest,2,20475.0
gpzd,northeast,3,164899.8
gpzh,south,1,145.0
gpzo,south,1,15975.0
gqav,west,4,5515000.0
gqca,south,2,26707.0
gqce,south,1,3821.0
gqcm,south,1,2905.0
gqcw,south,1,1362.0
gqcy,south,2,23091.0
gqfn,south,1,1089.0
gqgd,south,1,10166.0
gqhx,west,4,3132518.0
gqkk,west,2,28154.9
gqkt,south,1,2811.0
gqmi,south,1,8133.0
gqpk,west,4,1123257.5
gqrt,south,2,39393.0
gqss,south,3,895329.0
gqvl,south,4,1574269.0
gqvu,south,1,2641.0
gqze,south,1,8252.0
graq,south,2,25465.0
grbq,south,1,17955.0
grco,south,1,6535.0
grdh,south,1,5809.0
grei,south,3,333298.0
grha,south,1,726.0
grir,midwest,1,1348.5460317460322
grkf,south,1,174.0
grkl,midwest,1,192.3159520639146
grmv,south,3,162600.0
grns,south,1,522.0
groc,south,1,4659.0
grpw,south,1,7745.0
grri,west,4,5087500.0
grrx,south,3,131929.0
grte,west,4,1211183.0
grtp,midwest,1,287.9945762711862
grts,midwest,1,592.339442231075
grvr,northeast,2,23166.0
grwa,south,2,96373.0
grwe,south,1,14523.0
grxf,south,1,218.0
grxk,west,3,517548.5
gryd,northeast,1,933.0
grye,south,3,172821.0
gryp,south,3,105774.0
grzc,south,1,4103.0
gsab,south,1,436.0
gsar,south,3,107469.0
gsas,south,3,274845.0
gsbh,south,2,88105.0
gsdb,south,2,29046.0
gsew,south,1,13071.0
gshd,south,1,11960.0
gshz,south,1,12230.0
gsja,south,2,83361.0
gskb,west,4,1090692.5
gskc,south,2,34855.0
gskq,south,2,34855.0
gsmo,south,1,1452.0
gsms,south,1,2259.0
gsmz,south,3,182987.0
gsto,west,4,8377500.0
gsub,south,1,447.0
gswd,west,4,6080000.0
gswj,south,3,116908.0
gsyh,west,4,3200904.5
