uid,latitude,longitude,date,split
fnnu,36.31,-79.1160159014716,2020-07-22,test
fnoj,39.11775544,-94.63771926,2021-06-14,test
fnok,35.9046491840401,-79.1150651724581,2019-06-11,train
fnpc,44.41551,-70.26284,2017-07-11,train
fnpg,35.8709216475107,-78.8451269917213,2018-07-11,train
fnqb,34.989,-79.878,2016-08-11,test
fnts,38.780916,-95.549753,2017-07-24,test
fnws,34.9638,-120.642,2015-04-27,test
fnxq,35.6666389002069,-79.2366840345114,2017-03-21,train
fnye,35.84,-78.98,2017-11-15,train
fnym,35.8925370852864,-79.0181260467791,2021-07-12,train
fnzg,35.881232459783,-78.9276495294788,2016-05-09,train
foag,35.59,-78.9452974215896,2019-06-01,train
foaz,36.428,-79.0754306752423,2014-08-26,test
fobj,35.8734682939153,-78.8655090643,2020-01-09,train
fobk,37.515,-121.012,2018-07-10,train
focb,35.61133,-78.9818360151147,2016-08-24,train
foct,37.4806,-121.031,2013-12-10,train
focy,35.55,-78.02,2019-09-17,test
foeg,35.8,-79.040134875574,2017-10-18,train
foen,35.49,-79.0624295613589,2021-05-11,train
foes,41.381236,-80.741694,2018-10-10,test
fofj,37.0062,-120.6,2021-01-12,test
fofk,41.697351,-80.100017,2019-06-25,test
foga,44.76,-86.966667,2019-08-03,train
fohc,36.6096,-121.561,2019-09-18,test
fois,35.51,-79.0973298898825,2018-07-19,train
fojn,35.435,-78.8784342810571,2014-07-23,train
fomv,34.9454,-120.417,2018-01-09,test
fomw,34.9552,-120.487,2017-12-11,test
fomx,37.2764,-120.954,2016-01-07,train
fond,35.8675985845193,-78.8185308726248,2016-08-10,train
fonf,41.41448,-86.4746,2017-07-05,train
foof,42.60472,-83.75838,2017-06-08,train
fool,37.7475,-97.26444,2014-10-27,train
fooo,37.4788,-121.068,2014-12-04,train
fopf,36.6039,-119.467,2015-07-20,test
foqg,35.6323591868061,-79.3003548888151,2016-06-07,train
forl,35.9105499500996,-79.162291925994,2013-05-01,train
fors,41.3143,-80.745838,2019-09-17,test
foru,36.7254,-121.73,2016-08-30,test
fosp,35.69883,-79.08199,2015-08-24,train
foug,36.177,-79.0542729689986,2013-07-31,train
fouq,35.7071198350535,-79.1614950831171,2016-08-31,train
fovb,35.7228491134851,-79.1322796522992,2013-05-16,train
fove,39.21155,-97.00559,2016-08-29,train
fowg,39.7533,-121.971,2019-03-20,test
fowp,42.37793,-86.0448,2017-06-13,train
fowt,44.8505,-93.5157,2013-08-07,train
foww,41.566378,-71.878793,2019-08-22,test
foyn,35.7110588083325,-79.1541788669394,2016-10-05,train
foyw,41.905091,-78.942054,2013-09-25,train
fpae,37.2639,-120.906,2020-09-23,train
fpaf,37.2141,-120.561,2018-11-07,train
fpbc,37.7705,-121.292,2021-09-15,train
fpbs,35.6563124026918,-79.2558643850315,2013-09-18,train
fpbv,35.68836,-78.7017067980886,2016-09-15,train
fpco,37.0062,-120.6,2013-05-14,test
fpcw,38.7078250249227,-75.0808666706085,2018-07-11,train
fpda,35.61,-78.9557370197396,2018-08-28,train
fpdf,41.798303,-72.428591,2021-10-07,test
fpdq,35.6967134934854,-79.1808237353164,2015-07-07,train
fpdt,35.794,-79.0178401897891,2016-04-06,train
fpet,35.43,-79.0856140572195,2021-05-19,train
fpfj,48.0735,-86.59,2016-08-24,test
fpgj,36.3247,-119.079,2017-07-20,test
fpjj,37.03911,-77.90605,2017-07-06,test
fpjk,35.00098,-78.8592950177821,2013-08-13,test
fpjl,35.7116709460718,-79.1530418873982,2016-08-10,train
fpjt,35.8739030872039,-78.86898893035,2020-05-13,train
fpju,35.6784824347281,-79.2146859520851,2018-07-11,train
fpln,35.6851361058074,-79.2023274788119,2015-05-06,train
fplu,35.04,-79.1196740095605,2021-12-14,test
fpof,35.61,-78.9965011648969,2021-05-18,train
fpog,36.7518,-121.742,2017-01-11,test
fppv,35.873188783944,-78.8632720075535,2019-10-17,train
fpqo,37.2639,-120.906,2019-03-14,train
fprn,37.4806,-121.031,2015-06-09,train
fpsz,35.6895807580883,-79.1940720186653,2019-10-17,train
fptl,36.5597,-121.51,2017-01-25,test
fpwg,40.57668,-79.01842,2017-08-03,test
fpwj,35.8675675278558,-78.8182823107641,2016-08-10,train
fpxn,36.9425,-121.445,2013-05-30,test
fpxs,35.6932535845241,-79.1872501414185,2017-04-18,train
fpzw,35.6569777697997,-79.2546285377042,2013-07-10,train
fqbd,32.9044,-117.223,2013-02-09,test
fqbs,35.6793341046262,-79.2131040675061,2018-02-21,train
fqbz,36.33,-79.0732061500531,2018-06-19,test
fqdt,35.62476,-78.7051866641386,2016-05-11,train
fqew,36.42,-79.0771114276075,2019-08-28,test
fqfk,35.7119104782307,-79.1525969823604,2016-07-13,train
fqfo,38.7605000178019,-75.2028333346049,2016-08-24,train
fqfw,35.6446551709607,-79.2775164302062,2019-08-22,train
fqgs,35.76,-79.0804234984447,2020-05-13,train
fqhv,34.7824,-120.529,2021-01-28,test
fqid,35.59,-78.9467887927538,2019-09-01,train
fqjj,35.794,-79.0165549085687,2015-10-12,train
fqkb,35.47745,-76.81692,2016-07-13,test
fqlc,39.80534,-76.88722,2018-08-09,train
fqlt,32.8183,-114.4632,2017-05-02,train
fqmd,35.47727,-78.8898681266501,2016-07-29,train
fqmv,46.89435,-85.851333,2015-05-08,test
fqnf,35.9095561368685,-79.1543379464511,2021-09-09,train
fqnt,35.6281008373153,-79.30826431171,2015-06-10,train
fqnz,44.14,-87.233333,2017-08-06,train
fqog,36.3264,-119.354,2016-01-05,test
fqpo,39.16522,-96.91105,2015-08-24,train
fqps,35.6637378996163,-79.2420723288586,2018-12-06,train
fqpz,35.687025748394,-79.1988176724023,2021-07-12,train
fqqf,37.3906,-120.958,2021-06-15,train
fqqx,35.6534380167855,-79.2612032454855,2015-02-11,train
fqsb,39.4981,-84.9868416666667,2017-06-26,test
fqsz,36.35,-79.1138902440686,2019-11-20,test
fqts,35.435,-78.8804227759429,2014-08-12,train
fqur,41.300686,-80.761663,2018-10-01,test
fquw,44.67195,-103.3205,2017-09-06,train
fqvf,36.6902,-121.68,2016-09-21,test
fqwd,41.890646,-78.925275,2014-06-11,train
fqwk,35.336013,-79.0453254343487,2016-09-12,train
fqxt,35.7083707252164,-79.1591716901417,2021-09-13,train
fqym,36.02,-76.31,2021-06-14,test
fqzf,35.7054697246258,-79.1645599844889,2016-08-31,train
fraw,35.6947173921616,-79.1845312772984,2016-07-19,train
frbe,41.57591,-75.70621,2021-08-12,train
frde,37.515,-121.012,2020-08-11,train
frdt,37.4125,-120.759,2018-11-30,train
frfm,37.1145,-120.89,2017-10-10,train
frgp,40.37974,-76.032,2019-07-16,train
frha,35.98,-78.8244963572819,2020-07-22,train
frif,34.9638,-120.642,2019-12-04,test
frjj,35.7159026808783,-79.1451818983965,2013-09-17,train
frjk,40.53458,-75.06978,2017-08-31,train
frjn,37.8189,-121.358,2015-05-19,train
frjs,35.84,-79.0598589989181,2020-06-04,train
frka,40.264159,-79.901386,2014-09-05,test
frkm,35.7245790679658,-79.1290664492482,2016-07-20,train
frko,35.976,-78.7578817786102,2016-05-10,train
frmm,35.6406629683131,-79.2849315141701,2021-09-09,train
frnb,37.1951,-120.561,2014-02-10,train
frpg,39.67512,-105.0697,2017-07-31,test
frpy,41.891667,-83.196667,2013-08-09,test
frqe,37.4806,-121.031,2013-10-15,train
frqs,36.538,-79.0643574831895,2014-07-17,test
frre,35.5621,-119.151,2019-02-07,test
frrq,38.5117166519165,-75.1084666649501,2016-09-27,train
frrr,35.6534912461541,-79.2611043776994,2015-02-11,train
frrv,37.8819,-121.652,2021-03-16,train
frsi,38.1309,-121.574,2021-08-11,train
frsr,33.39629762,-114.7199316,2017-05-16,train
frti,41.80655,-76.6603,2019-08-13,test
frur,35.8910463654398,-79.0061950774648,2020-09-24,train
frvg,41.63436,-80.31254,2021-07-08,test
frvj,38.7688166936239,-75.1965666611989,2018-07-25,train
frvq,39.21067,-96.97298,2016-10-24,train
frwp,35.6452140793314,-79.2764783184513,2019-05-16,train
frxr,41.99847,-78.95185,2019-04-18,train
fryk,41.004436,-81.050413,2016-08-02,test
fryq,37.2583,-120.475,2013-01-08,train
fsai,35.97467,-105.9172,2017-06-20,train
fsbb,38.2560566666667,-86.7764030555555,2020-06-15,train
fsbm,35.6685551574778,-79.2331247942088,2016-05-09,train
fscr,35.6464117401257,-79.2742537932621,2018-08-09,train
fsdn,43.25163,-114.8125,2017-08-23,train
fsei,35.7068803028947,-79.1619399881549,2016-09-15,train
fsej,35.6628862297182,-79.2436542134376,2019-05-16,train
fseq,35.742,-79.2209525251228,2015-12-07,train
fset,39.21155,-97.00559,2015-08-03,train
fsfh,38.9725,-94.67293,2017-08-21,test
fsfj,35.794,-79.01833452872,2016-05-09,train
fsfz,47.165333,-89.656667,2019-08-22,test
fsgj,34.73,-76.73,2021-01-07,test
fsgo,35.8815740830812,-78.9303837099466,2016-06-07,train
fshd,39.69807,-98.28162,2014-08-18,test
fsiz,35.976,-78.7626044539638,2016-08-09,train
fsjd,34.941,-79.1021744114056,2016-08-16,test
fskh,38.37611,-97.07583,2019-06-10,train
fskq,35.8596170220072,-78.7546504744209,2013-05-01,train
fsld,36.517,-79.0641597476171,2014-07-17,test
fsli,40.53035,-75.06953,2017-12-06,train
fsoa,35.573,-78.9341121378574,2013-06-24,train
fsoh,39.0258,-121.727,2015-06-10,train
fspn,35.794,-79.0102768041459,2014-07-22,train
fspt,38.785,-121.653,2020-05-20,train
fsro,35.9144941463604,-79.1938592823048,2014-09-22,train
fsru,37.9631,-101.75919,2017-08-28,train
fssa,35.45,-83.94,2019-08-14,test
fsue,33.1495,-117.297,2013-02-08,test
fsus,41.707665,-73.382964,2018-08-14,train
fsvk,36.292,-80.049,2014-07-29,test
fsvr,37.1976,-120.488,2013-04-09,train
fsyh,34.16,-79.1217996669635,2014-07-30,test
fszb,35.64607,-79.0211087891077,2016-05-25,train
fsze,35.901543517693,-79.0902089863865,2017-10-18,train
ftaf,35.8738099172135,-78.8682432447678,2020-03-11,train
ftam,41.353881,-80.754718,2018-09-05,test
ftaz,35.6979111542797,-79.1785992101273,2014-10-08,train
ftcx,42.383333,-87.0,2017-08-02,train
ftdi,36.045,-79.0914966904975,2013-06-27,train
ftdj,35.4417,-119.549,2013-02-27,test
ftdv,44.847993,-93.476318,2013-09-24,train
ftem,37.9893,-121.463,2020-02-18,train
ftgb,35.8782820767533,-78.9040361527108,2015-04-22,train
ftgj,38.5901,-121.731,2019-03-19,train
fthb,41.840833,-82.916667,2013-08-09,test
fthg,35.7220772876399,-79.1337132351989,2018-06-07,train
ftht,38.2361,-121.419,2015-04-15,train
ftkt,37.7705,-121.292,2015-06-16,train
ftlg,35.79,-79.0352903540509,2021-03-17,train
ftlj,38.691,-100.924,2018-09-24,train
ftlw,35.713,-79.0393439332845,2015-11-12,train
ftph,38.2611,-121.748,2018-12-19,train
ftqn,42.161916,-78.74342,2013-09-23,train
ftrz,39.3092,-121.595,2013-12-11,train
ftss,36.12,-78.9147243127216,2018-08-27,train
fttq,35.794,-79.0158628340654,2015-09-09,train
fttx,35.8806113265136,-78.9226782922645,2015-11-12,train
ftxw,35.7143590291879,-79.1480490641958,2016-10-05,train
ftyb,38.814,-86.0806397222222,2016-05-31,train
ftyx,40.145409,-80.705275,2014-08-20,test
ftzb,35.6932801992084,-79.1872007075254,2017-04-18,train
ftzz,41.73699,-77.26226,2017-08-09,test
fuah,41.85081,-77.51665,2019-08-05,test
fuai,34.9576,-120.631,2015-08-26,test
fubc,38.7040833155314,-75.0756833314896,2019-07-10,train
fube,40.9314,-81.101617,2017-11-15,test
fubn,35.65,-78.6855502771421,2021-07-13,train
fubs,41.1752053,-105.5852725,2020-07-29,test
fucg,34.9454,-120.417,2017-01-09,test
fucq,44.8505,-93.5157,2013-09-24,train
fudd,36.16902,-79.0546684401433,2015-06-10,train
fudu,35.8688097943946,-78.8282247851927,2017-04-18,train
fuef,36.01,-78.9594654476503,2018-06-12,train
fuej,35.8757354303487,-78.8836540801322,2021-05-24,train
fueo,35.76,-79.0818076474513,2020-09-24,train
fufz,37.3772,-121.058,2015-04-14,train
fugh,35.6321994987002,-79.3006514921737,2016-06-21,train
fuho,35.98,-78.8287219089141,2020-10-13,train
fuij,46.602692,-86.78226,2016-04-18,test
fuim,35.79,-79.038009218171,2021-10-12,train
fuio,38.1156,-121.494,2018-02-20,train
fujv,38.307,-121.794,2017-04-25,train
fukn,37.82516,-99.919103,2016-07-25,train
fukp,41.685,-82.933333,2014-04-23,test
fulk,35.6749426817139,-79.2212606598665,2020-06-10,train
fulq,37.66,-120.875,2015-05-12,train
fumq,35.64477,-80.254,2016-07-27,test
fund,36.21,-76.73,2019-05-29,test
funh,35.7141727263977,-79.1483951014475,2016-05-11,train
funl,36.35,-79.1141868474272,2019-12-10,test
fuog,34.97,-79.0846253793576,2021-07-14,test
fupn,39.40763,-99.44667,2018-07-09,train
fuqe,35.67528867261,-79.2206180192563,2020-03-11,train
fuqh,40.4189,-122.214,2014-01-15,train
furf,35.7187238374159,-79.1399419057286,2019-06-01,train
furm,35.882226,-106.728059,2021-06-03,train
fusp,35.8782510200898,-78.9037875908501,2015-04-22,train
fuue,36.6096,-121.561,2014-02-27,test
fuus,40.3175,-75.20278,2019-08-29,train
fuvd,34.942,-120.557,2014-04-21,test
fuvs,38.3068,-121.693,2020-05-21,train
fuwg,35.8969471314993,-79.0534218310007,2015-11-12,train
fuyt,39.6242,-122.197,2014-06-18,test
fuyu,35.5513,-119.088,2019-12-05,test
fuzc,35.13,-78.7220888706673,2019-08-02,test
fvaq,35.6276483876819,-79.3091046878926,2015-07-07,train
fvas,38.0475265,-99.82633869,2017-09-25,train
fvav,48.59713,-116.9714,2017-08-07,test
fvbd,35.6297775624273,-79.3051499764452,2016-06-07,train
fvbn,39.40526,-76.98918,2017-08-01,train
fvby,35.9092766268973,-79.1521008897046,2021-08-05,train
fvdl,35.794,-79.0100790685735,2014-07-22,train
fvdm,35.910581006763,-79.1625404878547,2013-05-01,train
fvdx,35.6697262035877,-79.2309497029127,2015-09-09,train
fveb,37.335,-122.064,2016-05-12,train
fved,35.7120967810209,-79.1522509451087,2016-06-22,train
fvfl,36.54,-79.0648023882273,2019-05-28,test
fvft,35.39,-80.08,2021-06-30,test
fvfw,35.794,-79.0184333965062,2016-05-24,train
fvgk,36.33,-79.1157687320062,2020-06-24,test
fvhm,34.159545,-79.1210581585671,2019-07-30,test
fvib,39.21067,-96.97298,2021-06-28,train
fvki,35.8703315709047,-78.8404043163677,2018-03-22,train
fvmo,38.55845278,-75.567875,2020-08-20,train
fvmu,35.8993074379231,-79.072312532415,2016-12-13,train
fvng,42.056766,-78.879216,2013-06-11,train
fvnt,37.9718,-121.374,2019-02-06,train
fvnx,36.7368,-121.734,2016-04-28,test
fvny,37.4419,-121.003,2016-10-18,train
fvoj,43.3619,-78.7294,2018-08-14,train
fvow,37.1366,-120.762,2017-03-14,train
fvoy,33.4334,-117.632,2019-03-03,test
fvrq,35.8647103148165,-78.7954146195783,2015-06-22,train
fvuk,35.6418872437917,-79.2826575550879,2020-11-19,train
fvvj,37.66,-120.875,2017-03-14,train
fvyd,35.695169841795,-79.1836909011158,2016-05-24,train
fvyu,37.0062,-120.6,2018-08-14,test
fvyy,35.98,-78.8409014400891,2021-09-21,train
fvzf,44.453333,-82.341667,2013-03-30,train
fvzp,36.31,-79.1155215625407,2020-06-01,test
fvzq,44.14,-87.233333,2019-08-03,train
fwbc,35.48,-76.82,2017-11-06,test
fwbp,35.68225,-79.07802,2015-06-22,train
fwbt,44.8505,-93.5157,2013-01-04,train
fwcd,41.267694,-80.470129,2016-05-24,test
fwcg,34.16,-79.1218985347497,2019-05-28,test
fwci,36.9836,-120.5,2015-02-10,test
fwco,45.49482,-104.9378,2017-07-16,train
fweb,35.2431,-120.68,2015-05-20,test
fwfp,35.83646,-78.9763,2015-06-22,train
fwfw,36.8754,-121.561,2013-03-28,test
fwgb,35.6614224220807,-79.2463730775577,2020-01-09,train
fwia,45.95858,-89.43652,2017-06-26,test
fwir,35.6308155351157,-79.3032220546145,2015-07-23,train
fwjq,38.307,-121.794,2014-06-17,train
fwjw,36.7025,-121.709,2013-03-27,test
fwki,44.14,-87.233333,2014-08-08,train
fwku,44.95559,-71.71667,2017-07-26,test
fwky,34.21,-78.9234239778466,2018-08-07,test
fwlv,35.6838053715916,-79.2047991734665,2015-08-24,train
fwnf,35.95,-76.68,2020-07-28,test
fwnm,35.6663727533637,-79.2371783734424,2017-05-17,train
fwnx,36.9634,-121.491,2018-11-29,test
fwog,38.1156,-121.494,2015-01-20,train
fwoi,37.3583,-121.067,2019-02-14,train
fwow,35.6462254373355,-79.2745998305137,2018-10-18,train
fwpn,37.3504,-120.962,2017-01-11,train
fwqb,41.294572,-80.432822,2015-08-05,test
fwrd,32.9991,-117.206,2015-03-02,test
fwrt,38.1927,-121.568,2019-09-17,train
fwue,40.39051,-76.078,2020-08-27,train
fwwl,36.9767,-121.51,2021-04-27,test
fwwx,35.8898351555645,-78.9965011648969,2020-03-11,train
fwxc,40.3175,-75.20278,2017-07-05,train
fwyx,35.631933351857,-79.3011458311046,2014-12-30,train
fwzq,42.63333333333333,-80.875,2019-04-22,test
fwzt,37.8817,-121.249,2017-12-12,train
fxae,35.7122298544425,-79.1520037756433,2016-05-11,train
fxar,41.004436,-81.050413,2017-08-02,test
fxax,35.79,-79.0216960334503,2017-03-21,train
fxaz,42.19773,-88.10332,2017-06-14,train
fxbp,34.73475,-77.44025,2014-02-04,test
fxbz,35.8718222907513,-78.8523352856821,2019-02-19,train
fxcj,36.9044,-121.75,2018-03-02,test
fxdc,40.9314,-81.101617,2017-10-11,test
fxdi,33.29204,-87.39138,2017-08-14,test
fxdx,35.6403435921013,-79.2855247208873,2021-12-02,train
fxec,41.33533,-75.8939,2019-10-16,train
fxfv,36.17,-79.0550144773949,2020-05-27,train
fxgj,46.05283,-92.47217,2017-08-31,test
fxjd,35.6424461521624,-79.2816194433329,2020-07-15,train
fxjj,41.707665,-73.382964,2019-06-25,train
fxjv,40.7201033333333,-85.1058325,2018-08-14,train
fxkj,37.5368,-121.049,2018-11-30,train
fxkr,37.515,-121.012,2015-05-12,train
fxlo,39.4981,-84.9868416666667,2021-08-24,test
fxnp,35.6699391210623,-79.2305542317679,2015-08-06,train
fxnv,34.4395,-119.854,2019-12-06,test
fxok,35.68836,-78.6984754938993,2016-08-31,train
fxow,33.14568,-90.3549,2017-08-09,train
fxqt,35.742,-79.2395946646764,2016-12-13,train
fxqu,36.03,-78.6982269320386,2021-06-28,train
fxse,36.7368,-121.734,2013-09-25,test
fxsr,37.9674,-121.464,2014-04-15,train
fxus,41.292492,-80.45833,2016-05-24,test
fxvd,41.512172,-73.476168,2019-08-27,train
fxvj,35.61,-78.9525057155503,2018-06-11,train
fxvz,35.7215982233222,-79.1346030452746,2013-07-17,train
fxwp,41.512172,-73.476168,2019-07-30,train
fxxt,37.9718,-121.374,2016-12-16,train
fxyd,34.73,-76.73,2019-12-12,test
fxyt,35.6765661774572,-79.2182451923878,2019-08-22,train
fxzf,37.9718,-121.374,2015-09-23,train
fxzr,44.76672,-67.69865,2017-08-07,test
fyav,36.6096,-121.561,2021-01-28,test
fybc,38.780916,-95.549753,2016-08-29,test
fybj,36.6922,-121.629,2018-11-29,test
fydh,38.38889,-97.09306,2013-07-01,train
fydm,39.70337,-78.65291,2017-07-26,test
fyeo,42.47583333333333,-81.4416667,2019-08-10,test
fyfv,35.7261493343405,-79.1261498495557,2019-08-14,train
fygo,35.98,-78.792183315389,2018-06-27,train
fyhb,45.278333,-82.451667,2017-03-30,train
fyhp,39.92562,-79.8008,2019-08-28,test
fyjv,38.2408,-121.152,2014-12-04,train
fykn,35.8817293663985,-78.9316265192502,2016-06-07,train
fykt,36.16902,-79.0546190062502,2015-05-27,train
fymd,35.6452673087,-79.2763794506651,2019-05-16,train
fyml,37.9674,-121.464,2020-06-16,train
fypx,38.82171,-80.5897,2017-06-07,train
fyqh,35.98,-78.8073455888926,2019-06-13,train
fyqn,40.962214,-81.113885,2017-09-12,test
fyrl,37.2953,-120.85,2018-05-08,train
fyrr,36.54,-79.0653461610514,2019-07-11,test
fyxx,35.6827673989032,-79.2067270952971,2016-05-09,train
fzao,35.722582966642,-79.1327739912301,2013-07-29,train
fzaq,36.03,-79.0902114092771,2018-05-03,train
fzbg,35.7238604714892,-79.1304011643617,2013-06-19,train
fzby,37.2639,-120.906,2021-01-21,train
fzdr,34.13781,-84.64845,2017-08-23,test
fzeg,38.7686666488647,-75.3178833325704,2018-09-12,train
fzfa,35.79,-79.0373171436677,2021-07-12,train
fzff,36.18,-79.0531854233505,2018-05-30,train
fzfo,40.05739,-75.71865,2018-10-25,train
fzgr,38.37080661,-98.79520846,2014-10-27,train
fzgu,35.8740583705212,-78.8702317396535,2020-05-13,train
fzit,44.1,-82.116667,2015-04-22,train
fzjh,37.4368,-121.133,2017-01-10,train
fzkd,35.8746484471272,-78.8749544150071,2020-08-13,train
fzlp,35.6456665289648,-79.2756379422687,2019-03-19,train
fzmt,35.8779093967916,-78.9010534103822,2015-01-27,train
fznh,35.6891283084549,-79.1949123948479,2020-03-11,train
fznw,40.7794940736111,-85.6374722222222,2018-06-18,train
fzon,43.17179,-94.905,2017-06-21,train
fzoo,38.1602,-121.206,2020-02-18,train
fzqz,41.841242,-78.994719,2014-08-28,train
fzsd,36.20983,-76.72677,2013-08-20,test
fzsk,41.005131,-81.021802,2017-06-01,test
fzsn,37.4125,-120.759,2017-01-10,train
fztf,35.6888089322431,-79.195505601565,2020-06-10,train
fzuh,35.79,-79.0315828120689,2020-02-03,train
fzup,35.882226,-106.728059,2014-06-10,train
fzwj,36.9818,-120.221,2013-05-14,test
fzwk,35.7108192761736,-79.1546237719772,2016-05-25,train
fzxa,35.868437114433,-78.8252420428641,2017-01-24,train
fzxo,35.6691672952171,-79.2319878146676,2015-12-07,train
fzyr,35.6512289979871,-79.2653062586123,2015-12-07,train
fzyu,39.878126,-86.017742,2017-09-11,test
fzyx,35.28,-79.0450782648833,2021-07-21,train
fzzf,41.512172,-73.476168,2016-07-26,train
fzzi,36.6291,-121.688,2017-09-27,test
gaaa,35.8643997481818,-78.7929290009711,2015-06-10,train
gabr,37.9674,-121.464,2020-08-18,train
gadn,36.7962,-121.782,2021-01-27,test
gafo,35.837,-79.001,2014-11-25,train
gagn,35.6970860990658,-79.1801316608131,2015-06-10,train
gahp,35.79,-79.0270843277974,2018-08-09,train
gahy,35.68836,-78.6932556948243,2016-07-13,train
gajv,35.8615735918059,-78.770309871646,2013-12-05,train
gamt,40.9314,-81.101617,2020-10-07,test
ganf,37.332,-120.394,2021-06-16,train
gaof,38.64415,-75.54749,2017-07-18,train
gaog,41.806875,-77.197492,2018-06-07,test
gaom,38.04947082,-99.82700111,2018-10-22,train
gaoq,37.4112,-122.241,2020-07-22,train
gaqs,36.532781,-105.236671,2016-11-01,train
garl,35.7025953387196,-79.1698988449429,2014-07-15,train
garm,41.98006,-110.65734,2021-09-27,train
gass,37.6756,-121.264,2016-06-15,train
gasu,44.2034782363559,-81.6594444048149,2017-08-10,train
gatq,35.51,-79.0937212156867,2017-08-22,train
gatt,35.51,-79.0949076291209,2018-07-19,train
gauf,39.7469388888889,-87.0759805555555,2020-08-10,train
gauk,36.17,-79.0525922166334,2018-08-16,train
gawi,35.9107673467439,-79.164031859019,2013-05-15,train
gawk,35.6979909983326,-79.178450908448,2014-09-22,train
gawz,35.6485941442397,-79.2702002140285,2017-04-18,train
gaxg,39.21155,-97.00559,2014-09-15,train
gaxt,41.697709,-73.28029,2015-06-30,train
gayh,35.50583,-79.0974781915618,2016-06-22,train
gayk,41.85428,-77.51425,2019-08-05,test
gbbd,37.7256,-122.184,2021-06-23,train
gbcj,41.299298,-80.758329,2016-07-19,test
gbcp,39.09447,-96.90462,2014-06-09,train
gbeo,35.7142525704506,-79.1482467997682,2016-05-11,train
gbfz,35.435,-78.8791799666393,2014-08-12,train
gbgt,35.98,-78.8381672596213,2021-07-22,train
gbhc,39.20984,-96.96101,2020-08-26,train
gbhv,36.3708,-119.429,2016-07-18,test
gbil,37.4125,-120.759,2014-10-14,train
gbio,35.98,-78.7770210418853,2017-07-13,train
gbjc,37.4363,-120.036,2014-04-08,test
gbkm,35.8608282318826,-78.7643443869888,2013-08-21,train
gbms,38.12596,-96.30956,2017-06-12,train
gbmw,35.74,-79.02,2018-06-13,train
gbna,35.8817914797255,-78.9321236429716,2016-06-21,train
gbnz,41.561936,-78.592497,2015-08-04,train
gboc,35.976,-78.7382453916138,2015-01-03,train
gbpb,35.48,-76.82,2019-03-13,test
gbpi,36.43,-79.0746891668459,2019-07-29,test
gbqr,35.644761629698,-79.2773186946338,2019-07-02,train
gbrf,35.794,-79.0148741562035,2015-07-23,train
gbrl,35.8826921229661,-78.9393319369324,2016-11-21,train
gbro,42.021242,-78.95833,2014-08-27,train
gbrw,40.79748,-77.19545,2017-10-24,test
gbse,35.8699899476065,-78.8376701358998,2018-01-10,train
gbsm,37.0062,-120.6,2014-06-10,test
gbth,35.65436,-79.0114148765398,2016-08-24,train
gbtp,35.68836,-78.6944985041279,2016-07-13,train
gbts,39.63376745,-95.17256585,2019-06-17,test
gbud,41.702596,-85.022696,2018-08-14,train
gbuf,37.2583,-120.475,2020-06-10,train
gbuk,47.370167,-90.851833,2013-04-17,test
gbum,35.8815119697543,-78.9298865862252,2016-05-24,train
gbvz,35.0164,-120.586,2017-01-09,test
gbwl,35.978104,-105.91934,2017-08-03,train
gbxt,35.74,-79.02,2017-09-20,train
gbyl,35.6669582764187,-79.2360908277943,2017-01-24,train
gcdj,38.37611,-97.07583,2015-06-29,train
gcet,37.2764,-120.954,2020-05-12,train
gcgj,43.056389,-86.646389,2015-04-16,train
gchp,39.16522,-96.91105,2017-06-26,train
gchv,35.8611698551808,-78.7670785674567,2013-09-18,train
gcib,39.7469388888889,-87.0759805555555,2021-08-23,train
gcid,41.80603,-77.19818,2021-07-12,test
gcjb,36.7025,-121.709,2015-03-25,test
gcjg,39.7469388888889,-87.0759805555555,2020-06-29,train
gcjt,35.6769387830377,-79.2175531178845,2019-06-11,train
gcjz,35.6,-119.61,2014-09-24,test
gckn,35.8700831175969,-78.838415821482,2018-01-10,train
gckx,35.72048,-79.0777540682177,2015-09-17,train
gcnj,36.7593,-121.755,2020-03-18,test
gcqh,35.899959627856,-79.0775323314901,2017-03-21,train
gcqi,35.55,-78.02,2020-06-30,test
gcrr,37.4583,-120.967,2020-11-10,train
gctd,44.36692,-104.83262,2021-08-16,train
gcti,35.976,-78.7442108762709,2015-06-11,train
gcus,35.7061350917338,-79.1633241371615,2016-06-08,train
gcvd,35.7070133763163,-79.1616928186895,2016-09-15,train
gcwu,37.5334,-122.302,2015-07-07,train
gcyg,35.6846038121211,-79.2033161566737,2015-06-10,train
gczk,37.4419,-121.003,2016-12-09,train
gczu,37.4125,-120.759,2016-04-12,train
gdaa,43.443333,-77.438333,2014-04-26,test
gdae,38.2392,-121.521,2019-02-06,train
gdam,39.1853,-121.704,2014-09-16,train
gdas,35.6562857880074,-79.2559138189246,2013-10-17,train
gdbo,35.7090360923244,-79.1579358428144,2016-10-05,train
gdbv,35.742,-79.2047960041763,2015-06-10,train
gdca,35.6629660737711,-79.2435059117583,2019-05-16,train
gdcb,37.8817,-121.249,2017-06-20,train
gddf,35.6471037219179,-79.2729685120417,2018-04-11,train
gdeu,39.21155,-97.00559,2016-06-27,train
gdgo,35.6764863334043,-79.2183934940671,2019-08-22,train
gdgt,35.6460391345452,-79.2749458677654,2018-11-07,train
gdiy,35.6939721810007,-79.185915426305,2016-11-21,train
